processo,contratante,contratado,objeto,vigencia,valor_total,data_assinatura
23034.028423/2023-05,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.597.809/0001-55 - EDITORA ENSINO E CONHECIMENTO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 443.783,03",10/12/2025
23034.031244/2023-47,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,07.427.434/0001-11 - EDITORA CLARO ENIGMA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 509.603,56",10/12/2025
23034.028051/2023-17,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,61.353.579/0001-60 - EDITORA BERTRAND BRASIL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 605.634,73",10/12/2025
23034.031126/2023-39,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,42.601.676/0001-80 - EDITORA CAMOMILA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 1.087.038,48",10/12/2025
23034.037187/2023-18,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.681.610/0001-00 - EDITORA SORRISO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 1.048.776,37",10/12/2025
23034.030626/2023-53,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,60.657.574/0001-69 - EDITORA DO BRASIL SA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 298.719,72",10/12/2025
23034.027406/2023-42,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,03.218.030/0001-67 - DIRETA EDITORA E COMERCIO DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 241.712,31",10/12/2025
23034.037249/2023-83,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.662.397/0001-09 - ENTREPALAVRAS PRODUCAO DE TEXTOS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 482.203,36",10/12/2025
23034.031397/2023-94,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,03.242.250/0001-26 - EDITORA GRAFSET LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 191.446,66",10/12/2025
23034.031098/2023-50,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,10.689.424/0001-69 - FAROL LITERARIO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 402.821,85",10/12/2025
23034.031259/2023-13,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,04.864.316/0001-82 - EDITORA E GRAFICA INDICO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 393.476,23",10/12/2025
23034.031366/2023-33,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.413.911/0001-53 - EDITORA CAMILA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 280.063,22",10/12/2025
23034.028052/2023-53,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,04.839.149/0001-10 - EDITORA BEST SELLER LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 627.526,32",10/12/2025
23034.027741/2023-41,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,17.629.943/0001-80 - EDITORA PEQUENA ZAHAR LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 738.934,98",10/12/2025
23034.028425/2023-96,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,22.243.384/0001-06 - ESTANTE DE LIVROS EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 479.651,74",10/12/2025
23034.031107/2023-11,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,32.171.775/0001-16 - FOKAEXPRESS ARMAZENAGEM E LOGISTICA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 530.005,20",10/12/2025
23112.037222/2025-82. Dispensa Nº 341/2025,FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,66.991.647/0001-30 - FUNDACAO DE APOIO INST AO DESENV CIENT E TECNOLOGICO,"Prestação de serviços, por parte da FAIi•UFSCar, de gerência administrativa e financeira e de apoio logístico e operacional necessárias à execução do Projeto de Extensão ""Consolidação de Material Didático para o Curso de Especialização da Rede Andifes Idiomas Sem Fronteiras (ISF)""",05/12/2025 a 31/12/2027,"R$ 200.000,00",05/12/2025
,,,,,,"22/10/2025. Contratante: A ORGANIZAÇÃO DAS NAÇÕES UNIDAS PARA A EDUCAÇÃO, A CIÊNCIA E A CULTURA"
23430.001705/2025-46,IFSP - CAMPUS CAPIVARI,09.529.916/0001-08 - SIMULARE SISTEMAS DE INFORMACOES LTDA,"Contratação de 6 (seis) licenças de uso de software de simulação empresarial (jogos empresariais), na modalidade SaaS (Software as a Service), para aplicação como material didático em cursos técnicos e superiores do IFSP campus Capivari, conforme especificações e condições estabelecidas neste termo de referência",01/02/2026 a 01/02/2027,"R$ 7.000,00",13/11/2025
,"Organização das Nações Unidas para a Educação, a Ciência e a Cultura (UNESCO) Marlova Jovchelovitch Noleto. Responsável pela Contratação: Secretária de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão (SECADI) Maria do Rosário Figueiredo Tripodi. Objeto da contratação: Consultoria especializada para subsidiar a CGAMS/DIPECEA/SECADI no desenvolvimento de estratégias de acompanhamento, monitoramento e avaliação da implementação do Eixo V: Escolas Sustentáveis e Resilientes, que consiste em induzir e reconhecer a diversidade de saberes e práticas, a partir das infraestruturas sustentáveis, pátios escolares verdes e resilientes, incluindo propostas para a gestão e currículo, participação de comunidades escolares, concessão de eventuais Selos ou Editais e resultados do processo e projetos da VI Conferência Nacional Infantojuvenil pelo Meio Ambiente e suas relações com as políticas educacionais em andamento na SECADI. Processo SEI Nº 23000.025604/2025-21. Edital: 45/2025. Projeto 914BRZ1155 ""Promoção da Equidade e da Inclusão e Valorização da Diversidade na Educação Continuada, Alfabetização de Jovens e Adultos"". Contrato: ED01018/2025",,,,,"09/09/2025. Contratante: Organização das Nações Unidas para a Educação, a Ciência e a Cultura"
,,,"apoiar a execução do projeto ""Revisão material didático PROJOVEM e edição de material da Comissão Nacional de Política Educacionais para as Juventudes"", inclusive na sua gestão administrativa e financeira, conforme Plano de Trabalho vinculado",,,
23034.003192/2025-81,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,27.906.988/0001-09 - EDITORA SEI LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2024 anos finais do ensino fundamental, objeto 1, 2ª reposição",01/09/2025 a 27/08/2026,"R$ 2.371.672,69",01/09/2025
23034.003215/2025-57,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,35.417.262/0001-30 - EDITORA WISDOM LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2024 anos finais do ensino fundamental, objeto 1, 2ª reposição",01/09/2025 a 27/08/2026,"R$ 1.286.700,73",01/09/2025
23034.003200/2025-99,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.606.794/0001-55 - PALAVRAS PROJETOS EDITORIAIS LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais do ensino fundamental, objeto 1, 3ª reposição",01/09/2025 a 27/08/2026,"R$ 4.726.375,43",01/09/2025
23034.003207/2025-19,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.360.051/0001-48 - TERRA SUL EDITORA LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais, objeto 1, 3ª reposição",01/09/2025 a 27/08/2026,"R$ 4.924.510,71",01/09/2025
23034.003186/2025-23,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,21.044.458/0001-12 - EDITORA DIMENSAO LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais do ensino fundamental, objeto 1, 3ª reposição",01/09/2025 a 27/08/2026,"R$ 6.679.619,87",01/09/2025
23034.003184/2025-34,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,14.651.422/0001-31 - EDITORA BMH LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais do ensino fundamental, objeto 1, 3ª reposição",01/09/2025 a 27/08/2026,"R$ 3.922.122,18",01/09/2025
23034.003188/2025-12,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,35.414.225/0001-79 - EDITORA PRAXIS LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais do ensino fundamental, objeto 1, 3ª reposição",01/09/2025 a 27/08/2026,"R$ 5.673.507,98",01/09/2025
23034.003179/2025-21,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,61.259.958/0001-96 - EDITORA ATICA S.A,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais do ensino fundamental, objeto 1, 3ª reposição e pnld 2024 anos finais do ensino fundamental, objeto 1, 2ª reposição",29/08/2025 a 24/08/2026,"R$ 140.759.860,10",29/08/2025
23034.003178/2025-87,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.699.378/0001-49 - EDICOES SM LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais do ensino fundamental, objeto 1, 3ª reposição e pnld 2024 anos finais do ensino fundamental, objeto 1, 2ª reposição",29/08/2025 a 24/08/2026,"R$ 59.359.983,69",29/08/2025
23034.003168/2025-41,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,61.186.490/0001-57 - EDITORA FTD S A,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais do ensino fundamental, objeto 1, 3ª reposição e pnld 2024 anos finais do ensino fundamental, objeto 1, 2ª reposição",29/08/2025 a 24/08/2026,"R$ 223.685.779,92",29/08/2025
23034.003199/2025-01,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,61.097.432/0001-57 - KIT'S EDITORA COMERCIO E INDUSTRIA LTDA,"Aquisição de obras didáticas, no âmbito do programa nacional do livro e do material didático - pnld 2023 anos iniciais do ensino fundamental, objeto 1, 3ª reposição",29/08/2025 a 24/08/2026,"R$ 11.672.029,45",29/08/2025
